-1.09181,1.30142,-0.000532113,-162.806,-8.61913,3.88103,
-1.09181,1.30449,-0.00423774,-0.066803,-0.31313,3.89056,
-1.0849,1.30679,0.00214761,-4.85521,-0.791971,3.87531,
-0.968961,1.38127,0.107506,411.736,-8.93226,3.8715,
-0.854559,1.49644,0.0734507,792.414,29.1356,3.87531,
-0.803116,1.60086,-0.191541,2592.85,-49.8731,3.8715,
-0.760888,1.7191,-0.325102,3177.04,8.54542,3.8734,
-0.722498,1.81968,-0.625213,4955.93,-71.1815,3.88103,
-0.627291,1.96172,-0.604993,5221.69,-44.6059,3.8734,
-0.538994,2.06768,-0.451212,5444.35,-36.2261,3.86959,
-0.394648,2.24658,-0.43046,5576.03,-23.0581,3.8715,
-0.300209,2.37173,-0.506552,5920.79,-33.5925,3.87912,
-0.178129,2.56368,-0.630002,6076.42,-18.0302,3.86387,
-0.110563,2.67885,-0.871049,6777.92,-58.4923,3.86768,
0.0291763,2.84008,-0.775801,6945.51,-41.7328,3.8715,
0.157399,2.94681,-0.245285,6854.53,8.54541,3.85243,
0.324778,3.08117,-0.067027,7024.52,25.5442,3.86768,
0.431502,3.17561,0.191048,6835.38,54.0352,3.87721,
0.550511,3.32994,0.182534,6801.86,50.6833,3.86387,
0.654931,3.45355,0.223506,6600.75,57.866,3.8715,
0.847649,3.63552,0.287892,6540.89,51.8805,3.8734,
0.999673,3.78524,0.454443,6344.57,65.288,3.86006,
1.17089,4.03401,0.428902,6303.87,61.2178,3.86578,
1.30602,4.21214,0.280975,6739.61,28.1779,3.87531,
1.48799,4.40869,0.275653,6883.26,42.5431,3.86959,
1.61161,4.6183,0.331525,7153.81,30.8115,3.86959,
1.82889,4.85555,0.345892,7086.77,24.1077,3.87721,
1.98476,5.03215,0.363984,6979.03,21.9529,3.87721,
2.20435,5.28245,0.381544,7072.41,31.2903,3.86578,
2.38324,5.4291,0.50659,7340.56,32.248,3.8715,
2.62433,5.6817,0.535324,7445.9,42.7825,3.8734,
2.8301,5.89669,0.473067,7405.2,29.1355,3.86959,
3.12033,6.19459,0.454443,7249.58,13.5732,3.8734,
3.31689,6.4019,0.509783,7242.39,18.601,3.8734,
3.60865,6.6998,0.555545,7304.64,24.826,3.88674,
3.83745,6.9501,0.50659,7273.52,20.277,3.87531,
4.15379,7.29945,0.449654,7177.75,10.7002,3.88293,
4.40869,7.59198,0.342168,7172.96,2.55991,3.86959,
4.73347,7.93826,0.316094,7151.41,0.405127,3.86959,
4.96304,8.22465,0.358131,7242.39,-6.77747,3.8734,
5.29704,8.63542,0.426773,7328.58,1.84165,3.8715,
5.52354,8.86346,0.629508,7129.87,22.6712,3.8734,
5.81069,9.25196,0.612481,6787.5,-11.5659,3.87721,
6.06714,9.58749,0.266075,5808.27,-1.2708,3.86768,
6.44413,10.0858,0.0995242,5461.11,-35.9867,3.88674,
6.73819,10.4513,-0.244753,4546.52,-37.9021,3.87721,
7.129,11.034,-0.253266,4070.08,-85.5467,3.8734,
7.42537,11.5039,-0.15589,2971.14,-31.1983,3.8734,
7.89603,12.1051,-0.167596,2892.13,-39.0992,3.88103,
8.3283,12.6487,-0.0414856,2590.46,-21.3821,3.88484,
8.93179,13.3712,0.0298175,2434.84,-36.9444,3.8734,
9.42856,13.9279,0.172424,1683.06,0.883966,3.89246,
10.1411,14.6749,0.305452,1630.38,-4.38328,3.89246,
10.6993,15.1832,0.271397,1376.6,25.3048,3.87721,
11.4932,15.9065,-0.329891,1199.43,7.58774,3.90199,
12.0529,16.4785,1.06318,189.075,69.837,3.88293,
12.8859,17.2363,1.3436,234.565,74.386,3.87531,
13.5063,17.8567,1.12757,1029.44,50.444,3.88484,
14.2442,18.3734,1.20525,1915.29,139.029,3.90199,
14.8223,18.5807,2.20882,4611.17,129.931,3.8715,
15.3053,18.8817,2.32322,5757.99,244.614,3.87721,
15.5356,19.0882,1.7065,8659.76,88.5118,3.8734,
15.8059,19.5351,1.23984,8367.67,59.3025,3.87912,
16.0186,19.8552,-0.0260544,8154.58,-68.7874,3.88484,
16.4117,20.339,0.0660011,7718.84,-112.362,3.87912,
16.738,20.6614,0.834904,7036.49,-14.9177,3.8715,
17.1872,21.1597,0.986556,7213.66,2.79934,3.88484,
17.5227,21.516,1.04722,6885.66,10.2213,3.8734,
17.9642,21.9099,0.940262,6830.59,4.71467,3.8734,
18.2559,22.2784,0.742316,7091.56,-7.97459,3.8734,
18.6728,22.7184,0.787546,7170.57,-0.0737305,3.87531,
19.0168,23.0677,0.841289,7019.73,1.12339,3.8715,
19.4575,23.4977,0.806702,6911.99,-9.65051,3.86387,
19.7877,23.8632,0.504462,6603.14,-30.0012,3.88484,
20.2368,24.3714,0.423049,6253.59,-64.9566,3.88293,
20.5363,24.75,0.392186,6203.31,-43.1694,3.86959,
21.0407,25.2667,0.47626,6452.31,-18.2697,3.88484,
21.397,25.6222,0.781693,6356.54,2.32048,3.8734,
21.8914,26.1642,0.789142,6351.75,1.84165,3.88674,
22.3022,26.5589,0.752426,6289.5,2.79932,3.86959,
22.8297,27.0656,0.767326,6263.17,0.165698,3.87912,
23.2574,27.5125,0.848739,6112.33,15.728,3.88674,
23.8056,28.0776,0.851399,6138.67,18.3616,3.87531,
24.2355,28.4669,0.635894,6169.79,-10.1293,3.8734,
24.7799,28.9997,0.562994,6102.75,-16.8331,3.8715,
25.1761,29.3706,0.619398,6241.62,-11.5659,3.87721,
25.6544,29.9234,0.620462,6205.7,-15.1572,3.89056,
26.0437,30.2988,0.517233,5980.65,-14.1995,3.90009,
26.5704,30.877,0.43848,5841.79,-28.0859,3.88293,
26.9497,31.3807,0.292149,5281.54,-19.9456,3.89437,
27.4964,32.0333,0.261286,4979.87,-50.1125,3.88674,
27.9002,32.5922,0.289488,4335.83,-33.1137,3.8734,
28.5122,33.3539,0.295874,4256.82,-41.0145,3.90009,
29.0066,33.7877,0.318222,4838.61,-29.283,3.8734,
29.6239,34.4304,0.408682,5525.75,39.4306,3.87912,
30.1053,34.8565,0.690169,7022.13,12.3761,3.88293,
30.6766,35.4891,0.611417,7340.56,44.219,3.8734,
31.0966,35.956,0.274589,7893.62,-24.0157,3.8734,
31.7484,36.6785,0.198497,7639.83,-49.3943,3.89818,
32.2667,37.2858,0.237873,6868.9,-11.0871,3.88865,
32.9516,38.0643,0.278846,6631.87,-34.7896,3.8734,
33.4675,38.6755,0.272993,6131.48,-23.5369,3.8734,
34.2031,39.3489,0.319287,6193.73,-17.312,3.86959,
34.7144,39.8165,0.425177,6406.82,6.39062,3.88293,
35.3049,40.5336,0.472535,6531.32,18.8405,3.88293,
35.7502,41.0073,0.350681,6095.57,8.30601,3.87912,
36.4067,41.7613,0.295342,5748.41,-26.4099,3.88674,
