5.33619	-2.57596	-0.00212845	-98.1623	-8.85855	0.213495	
5.33696	-2.57366	0.00862448	7.50819	-0.135993	3.51504	
5.4291	-2.54909	0.00596392	7.50819	-0.135993	3.47691	
5.50665	-2.41626	-0.113761	519.867	-28.8664	3.46929	
5.57498	-2.25656	-0.246257	1029.83	22.1301	3.44451	
5.62182	-2.18131	-0.474534	3783.16	-55.9209	3.43879	
5.63794	-2.11528	-0.401102	4606.77	26.4396	3.43879	
5.69245	-2.06077	-0.180808	5906.82	-14.9801	3.46738	
5.75695	-1.97861	-0.230826	6115.12	5.84951	3.45785	
5.82682	-1.89416	-0.380882	6416.79	-21.9232	3.45594	
5.94813	-1.76977	-0.361726	6445.52	-19.0502	3.51313	
6.03873	-1.67226	-0.22178	6560.44	-4.68499	3.47691	
6.16695	-1.51333	-0.177615	6792.68	18.5388	3.46166	
6.28059	-1.43809	-0.0876879	7312.22	9.20139	3.49025	
6.45027	-1.23001	-0.0605502	7475.02	25.482	3.47691	
6.59922	-1.09565	-0.0382014	7819.79	13.5109	3.45404	
6.78426	-0.983549	-0.0217059	7927.53	24.2848	3.49788	
6.91632	-0.860701	0.0644963	8190.89	24.7637	3.44641	
7.14205	-0.657235	0.0825881	8217.23	27.3973	3.41973	
7.29945	-0.505979	0.154955	8188.5	28.8338	3.44832	
7.55974	-0.281014	0.224662	8222.01	32.1857	3.48072	
7.78163	-0.132829	0.391746	8040.06	46.0721	3.45594	
8.07954	0.0929035	0.419948	7977.81	39.8472	3.45594	
8.29298	0.254909	0.373122	7831.76	31.4675	3.49216	
8.59243	0.569706	0.272552	7645.01	12.7927	3.47501	
8.83274	0.816169	0.0586431	7774.3	-5.40325	3.48263	
9.15138	1.07415	0.0229915	7984.99	15.6657	3.47882	
9.40245	1.29067	-0.147285	8868.45	-32.4578	3.48072	
9.65659	1.5832	-0.24679	8971.4	-22.1627	3.45213	
9.85545	1.8074	-0.427708	9210.82	-46.5835	3.45785	
10.1587	2.12526	-0.467084	9062.38	-61.4276	3.46929	
10.4159	2.34332	-0.425579	8171.74	-30.303	3.45785	
10.8167	2.66656	-0.28723	7841.34	-63.3429	3.48644	
11.1354	2.9184	0.0916341	6699.3	18.7782	3.45594	
11.6774	3.3284	0.243286	6584.38	7.28604	3.45022	
12.1243	3.667	0.49604	5222.08	66.4228	3.47882	
12.757	4.15839	0.472095	4673.81	11.5956	3.47501	
13.309	4.5707	0.473159	3512.62	55.4095	3.47882	
14.0315	5.14194	0.606719	3503.04	54.4518	3.49216	
14.5528	5.50357	1.17927	3354.6	99.9416	3.49407	
15.475	5.95274	1.47459	3663.45	130.827	3.48454	
16.0869	6.23221	2.44198	3718.52	204.329	3.50741	
17.0144	6.58924	2.65642	3847.81	217.258	3.50741	
17.7883	6.90327	3.09488	3402.49	229.229	3.48263	
18.7742	7.39312	3.11616	3031.38	192.118	3.5055	
19.5927	7.77933	3.19225	2370.59	194.991	3.47501	
20.6269	8.31986	3.24227	2157.5	173.683	3.49407	
21.3732	8.86576	3.35881	1781.61	153.811	3.51122	
22.5364	9.51378	3.37104	1611.62	136.812	3.49788	
23.4217	9.99749	3.3886	1891.75	129.869	3.49788	
24.4866	10.591	3.40403	2411.29	181.823	3.4731	
25.2959	10.945	3.76587	4443.96	126.996	3.5055	
26.3378	11.368	4.01118	5121.52	194.752	3.47119	
27.0081	11.6237	4.60608	6198.91	180.866	3.4731	
28.0123	11.9761	4.50498	6172.58	178.232	3.49597	
28.5152	12.2855	3.9271	6670.57	73.8448	3.4731	
29.247	12.8061	3.57591	6455.09	52.297	3.44069	
29.7568	13.2445	2.4622	7633.04	-84.6513	3.45785	
30.4194	13.8134	2.22328	7623.46	-85.609	3.46166	
30.7964	14.3348	1.53313	8248.35	-159.59	3.45022	
31.2079	14.9774	1.33146	8243.56	-160.069	3.46929	
31.5273	15.3475	1.14522	9062.38	-156.238	3.45404	
31.958	15.7667	1.39691	9795	-82.9754	3.42544	
32.2667	16.0477	1.94498	10204.4	-58.3151	3.44641	
32.7036	16.5384	1.8955	9905.14	-88.2426	3.42735	
33.0706	16.8808	1.51344	8806.2	-84.6513	3.42735	
33.5635	17.3968	1.36924	8494.95	-115.776	3.44451	
33.9497	17.8475	1.21599	7860.49	-84.8907	3.43307	
34.5862	18.4686	1.28889	7645.01	-106.439	3.42735	
35.0354	18.8786	1.5906	6754.37	-39.8797	3.42354	
35.7325	19.4936	1.6885	6816.62	-33.6548	3.44832	
36.326	19.9512	1.95828	6318.62	10.3985	3.44832	
37.1077	20.5255	2.09078	6416.79	20.2147	3.44641	
37.7196	20.9448	2.50849	6400.03	62.5921	3.45785	
38.4014	21.4822	2.43772	6522.13	74.8025	3.43879	
38.8805	21.9475	1.73905	7664.17	-35.5702	3.44641	
39.3335	22.5633	1.40968	7601.92	-41.7951	3.44832	
39.7566	22.9671	0.899381	8480.59	-100.932	3.45213	
40.334	23.5499	0.988776	8595.51	-89.4397	3.43688	
40.8115	23.9799	1.4001	8097.52	-40.1192	3.44641	
41.4879	24.5795	1.46981	7781.48	-71.7227	3.46547	
41.9594	25.0732	1.45225	6440.73	-30.5424	3.45594	
42.7387	25.8756	1.35061	6093.57	-65.2583	3.46738	
43.2884	26.413	1.0638	5506.99	-49.2171	3.45213	
43.9933	27.2607	0.991969	5432.77	-56.6392	3.4426	
44.5423	27.8403	0.581178	6208.49	-82.0177	3.44069	
45.082	28.5175	0.577453	6828.59	-20.0079	3.44641	
45.4882	28.956	0.970684	8387.21	-52.3296	3.44641	
46.0471	29.4888	1.18406	8511.71	-39.8798	3.4426	
46.4694	30.0224	0.9345	7549.24	-33.6548	3.47501	
