5487.51	5205.58	0.00426754	-295.085	17.1592	3.57985	0.2	0
5487.51	5205.58	0.00692811	183.755	46.8473	3.51122	0.2	0
5487.51	5205.58	0.0101208	-84.3956	-80.5242	3.536	0.2	0
5487.51	5205.59	-0.0446868	-338.181	77.4931	3.52075	0.2	0
5487.51	5205.65	-0.178779	1074.4	55.9453	3.51313	0.2	0
5487.56	5205.8	-0.371936	2115.88	-173.659	3.55507	0.2	0
5487.59	5205.95	-0.371936	2115.88	-173.659	3.53982	0.2	0
5487.62	5206.09	-0.603937	4402.34	-50.8361	3.53219	0.2	0
5487.65	5206.24	-0.57946	4639.36	-27.1335	3.51885	0.2	0
5487.69	5206.39	-0.5039	4814.14	107.181	3.5341	0.2	0
5487.73	5206.52	-0.403863	5113.42	-45.8083	3.53982	0.2	0
5487.77	5206.67	-0.36023	3437.48	42.2984	3.52647	0.2	0
5487.81	5206.83	-0.326706	3427.9	60.0155	3.51694	0.2	0
5487.86	5206.96	-0.280413	3341.71	-55.8639	3.51313	0.2	0
5487.91	5207.09	-0.251146	2795.83	95.4496	3.52647	0.2	0
5487.96	5207.2	-0.193146	3710.41	50.4387	3.52647	0.2	0
5488.01	5207.33	-0.150045	3066.37	-25.4576	3.52647	0.2	0
5488.06	5207.43	-0.127696	2779.07	111.97	3.52647	0.2	0
5488.11	5207.52	-0.0744851	3540.43	-30.2459	3.50932	0.2	0
5488.16	5207.61	-0.0542648	2805.41	21.7082	3.51885	0.2	0
5488.23	5207.69	-0.0414941	3310.58	125.377	3.5055	0.2	0
5488.29	5207.77	-0.00211781	3949.83	-49.1601	3.51885	0.2	0
5488.35	5207.82	0.0202309	3351.28	75.3384	3.53219	0.2	0
5488.44	5207.88	0.0250199	3844.49	39.9042	3.50932	0.2	0
5488.54	5207.94	-0.0287234	3016.1	-146.365	3.52457	0.2	0
5488.64	5208.03	-0.0287234	3016.1	-146.365	3.53219	0.2	0
5488.72	5208.11	-0.205385	3506.91	-97.7624	3.536	0.2	0
5488.81	5208.21	-0.250082	3789.42	-78.13	3.53219	0.2	0
