# KERISE v5
0	0	0	10.9176	0	0	0	-0	0	-0.00070771	0	-1.25579	0	5.66168e-05	0	0	0	0	0	0	0	-7.0771e-07
0.12	-10.9153	240	-2292.3	0.00783	0.00220706	0	0	7.48557e-09	0.671883	0	473.58	8.3173e-11	-0.0537506	3.53855e-06	-0	4e-05	0	0	0	0	-7.0771e-07
0.48017	-6.06394	480	-3410.4	0.01572	0.00130882	0.000551764	0	-4.79479e-06	1.3317	0	659.82	-5.32755e-08	-0.106537	-0.00335587	-0	0.00032	-0.0109153	0	-7.32606e-06	0	0.000671175
1.08061	-6.06394	720	-2553.27	0.01572	0.00130882	0.000551764	0	-4.88996e-05	1.57222	0	240.515	-5.32755e-08	-0.106537	-0.00335587	-0	0.00108	-0.0169792	0	-1.94714e-05	0	0.00200288
1.92154	-4.85134	960	-930.004	0.0316804	0.00135458	0.0012362	0	-0.000167907	1.32957	0	-242.643	-1.86564e-06	-0.106379	-0.0178757	0	0.00256	-0.0230431	0	-4.11505e-05	0	0.00357509
3.00308	-7.27677	1200	607.074	0.0397508	0.00205597	0.00157484	0	-0.000366617	1.07842	0	-251.157	-4.07352e-06	-0.0863027	-0.0245245	0	0.005	-0.0278944	0	-6.49446e-05	0	0.00490467
4.32591	-7.27701	1440	762.697	0.0478815	0.00232058	0.00208883	0	-0.000628095	0.994343	0	-84.0737	-6.97884e-06	-0.0795977	-0.0299184	0	0.00864	-0.035171	0	-0.000108482	0	0.00598308
5.8903	-3.63827	1680	427.509	0.0560726	0.00190571	0.00266898	0	-0.000967147	0.908141	0	-86.2023	-1.07461e-05	-0.0727286	-0.0348932	0	0.01372	-0.0424479	0	-0.000159256	0	0.00697743
7.69593	-2.42543	1920	1073.94	0.064324	0.00202427	0.00314541	0	-0.00140392	0.589937	0	-318.203	-1.55991e-05	-0.0473073	-0.0394388	0	0.02048	-0.046086	0	-0.000187946	0	0.00788557
9.74353	-1.21307	2160	3616.59	0.0726359	0.00219132	0.00365148	-0	-0.00185023	0.0322833	0	-557.654	-2.05581e-05	-0.00273068	-0.0423955	0	0.02916	-0.0485114	0	-0.000208502	0	0.00847551
12.0336	-2.42567	2400	4425.83	0.0810084	0.00289186	0.00419931	-0	-0.00215186	-0.432783	0	-465.066	-2.39096e-05	0.0344505	-0.0425661	0	0.04	-0.0497244	0	-0.000218823	0	0.00850779
14.5679	0.000238419	2640	2646.93	0.089442	0.00291354	0.00492227	-0	-0.00217757	-0.660527	0	-227.744	-2.41953e-05	0.052668	-0.040413	0	0.05324	-0.05215	0	-0.00023841	0	0.00807501
17.3458	-1.21284	2880	1167.32	0.0979365	0.00371173	0.00565066	0	-0.00195615	-0.7595	0	-98.973	-2.1735e-05	0.0606035	-0.0371212	0	0.06912	-0.0521498	0	-0.000238408	0	0.00741448
20.3701	1.21284	3120	573.555	0.106493	0.00383146	0.00657859	0	-0.00140362	-0.847831	0	-88.3307	-1.55958e-05	0.0677142	-0.0333335	0	0.08788	-0.0533626	0	-0.000246479	0	0.00665498
23.64	4.8511	3360	805.793	0.11511	0.00375779	0.00753645	0	-0.000511169	-0.905299	0	-57.4682	-5.67966e-06	0.072383	-0.0291014	0	0.10976	-0.0521497	0	-0.000239436	0	0.00580715
27.1553	7.27677	3600	1964.59	0.123789	0.00397571	0.0084759	0	0.000736687	-0.756308	0	148.992	8.18542e-06	0.0605635	-0.0245774	-0	0.135	-0.0472987	0	-0.000215657	0	0.00490185
30.797	6.06418	3600	947.05	0.124699	0.00494656	0.00946983	0	0.0022254	-0.578582	0	177.726	2.47266e-05	0.0464646	-0.0207922	-0	0.1638	-0.040022	0	-0.000185491	0	0.00414554
34.4487	10.915	3600	1557.57	0.125612	0.00470673	0.0107065	0	0.00401365	-0.539206	0	39.3763	4.45961e-05	0.0434575	-0.0178882	-0	0.1962	-0.0339579	0	-0.00016386	0	0.00356696
38.1049	9.70268	3600	3743.48	0.126526	0.00568045	0.0118831	-0	0.00602891	-0.562619	0	-23.4129	6.69879e-05	0.0454918	-0.0151721	0	0.2322	-0.0230429	0	-0.000130812	0	0.00302775
41.7732	10.915	3600	3425.05	0.127443	0.00617163	0.0133033	0	0.00857744	-0.561554	0	1.06418	9.53049e-05	0.0456106	-0.0123288	-0	0.2718	-0.0133402	0	-0.000106894	0	0.00246513
45.4516	14.5535	3600	2311.75	0.128363	0.00617962	0.0148462	0	0.0115753	-0.525371	0	36.1837	0.000128614	0.0429557	-0.00947818	-0	0.315	-0.00242518	0	-8.61164e-05	0	0.00190358
49.1374	16.9795	3600	1478.56	0.129284	0.00643158	0.0163911	0	0.0148759	-0.52005	0	5.32108	0.000165288	0.042794	-0.00679345	-0	0.3618	0.0121283	0	-6.60586e-05	0	0.00137821
52.8324	15.7664	3600	3410.68	0.130208	0.0074132	0.017999	0	0.0185808	-0.531756	0	-11.7064	0.000206454	0.044027	-0.00411882	0	0.4122	0.0291078	0	-5.14875e-05	0	0.000858159
56.5435	20.6177	3600	4772.98	0.131136	0.00718515	0.0198523	-0	0.022934	-0.490251	0	41.5048	0.000254823	0.0410548	-0.00136713	-0	0.4662	0.0448742	0	-4.63413e-05	0	0.000326403
