0	0.0882814	0	98.0905	0	-0	0	-0	0	0.00038312	0	-1.06423	0	-2.29872e-05	0	0
0.48	0.38663	480	184.282	0.0132323	0	-0	0	0	-0.0166445	0	-19.1561	0	0.000998669	-2.60522e-05	0
1.92	0.46426	960	129.215	0.0198979	0	-0	0	0	-0.0592135	0	-42.569	0	0.00355281	0.000123748	0
4.32	-0.98218	1440	-320.895	0.0400923	0	0	0	0	-0.0230298	0	20.2203	0	0.00138179	0.00161715	-0
7.68	-0.876844	1920	332.722	0.0537199	0	0	0	0	-0.00600223	0	3.19267	0	0.000360134	0.00190718	-0
12	0.0677253	2400	564.96	0.0674794	0	0	0	0	-0.0358005	0	-20.2203	0	0.00214803	0.00210142	0
17.28	0.405428	2880	208.224	0.0813707	0	0	0	0	-0.080498	0	-23.413	0	0.00482988	0.00293739	0
23.52	0.556343	3360	186.676	0.0953937	0	0	0	0	-0.134773	0	-31.9267	0	0.00808641	0.00458749	0
30.72	1.81855	3840	1204.21	0.109549	0	0	0	0	-0.193306	0	-23.4129	0	0.0115984	0.00732949	0
38.88	7.3806	4320	3612.78	0.123835	0	0	0	0	0.224935	0	236.258	0	-0.0134961	0.00917115	-0
48	10.9954	4800	2063.73	0.138254	0	0	0	0	0.218549	0	-78.7527	0	-0.013113	0.00447102	0
58.08	12.9436	5280	2446.8	0.145512	0	0	0	0	0.136604	0	-81.9453	0	-0.00819624	0.00250408	0
69.12	22.5764	5760	4117.96	0.167486	0	0	0	0	0.18343	0	11.7065	0	-0.0110058	-0.00148115	-0
81.12	23.3863	6240	426.096	0.1823	0	0	0	0	0.14831	0	-9.57802	0	-0.00889863	-0.00455301	0
94.08	29.8263	6720	4019.79	0.197245	0	0	0	0	0.147246	0	-10.6422	0	-0.00883477	-0.0073088	0
108	35.5317	7200	2348.64	0.212323	0	0	0	0	0.0429521	0	-60.6608	0	-0.00257713	-0.00956653	0
122.88	44.9319	7680	6892.83	0.227532	0	0	0	0	-0.0198372	0	-14.8991	0	0.00119023	-0.00990866	0
138.72	57.5822	8160	6042.89	0.242873	0	0	0	0	0.156824	0	108.551	0	-0.00940945	-0.0101646	-0
147	62.0244	8400	5025.36	0.250593	0	0	0	0	0.205779	0	48.9543	0	-0.0123467	-0.011576	-0
164.28	74.3561	8880	6399.63	0.266132	0	0	0	0	0.0429521	0	-112.808	0	-0.00257713	-0.0148299	0
182.25	85.1899	9000	4855.37	0.27189	0	0	0	0	-0.24226	0	-147.927	0	0.0145356	-0.0143674	0
200.25	96.4658	9000	2753.26	0.274362	0	0	0	0	-0.557271	0	-172.404	0	0.0334363	-0.00872328	0
218.25	114.525	9000	4769.18	0.276833	0	0	0	0	-0.980832	0	-188.368	0	0.0588499	0.00342434	0
236.25	136.333	9000	4204.15	0.279304	0	0	0	0	-1.06597	0	-1.06418	0	0.0639582	0.021836	0
254.25	165.46	9000	7800.24	0.281775	0	0	0	0	-1.0532	0	-71.3031	0	0.063192	0.0402668	0
272.25	191.632	9000	4299.91	0.284246	0	0	0	0	-1.21815	0	-80.8811	0	0.0730893	0.0599811	0
290.25	221.383	9000	5456.31	0.286717	0	0	0	0	-0.876538	0	225.616	0	0.0525923	0.0808638	-0
308.25	253.713	9000	4903.25	0.289189	0	0	0	0	-0.773309	0	-27.6698	0	0.0463985	0.0954634	0
326.25	282.363	9000	4139.5	0.29166	0	0	0	0	-0.896759	0	9.57811	0	0.0538055	0.11058	-0
344.25	317.495	9000	6998.18	0.294131	0	0	0	0	-0.0581493	0	553.397	0	0.00348896	0.124155	-0
362.25	352.904	9000	6198.52	0.296602	0	0	0	0	1.17103	0	398.02	0	-0.0702619	0.117721	-0
380.25	384.095	9000	4778.75	0.299073	-0	0	0	0	0.602735	0	-425.69	0	-0.0361641	0.0979261	0
398.25	420.921	9000	11822.5	0.301544	-0	0	-0	0	0.954993	0	467.195	0	-0.0572996	0.0881113	-0
416.25	455.197	9000	9038.04	0.304016	-0	0	-0	0	3.15155	0	772.627	0	-0.189093	0.0581061	-0
434.236	481.116	8920.01	7453.08	0.304291	-0	0	0	0	2.39702	0	-638.535	0	-0.143821	0.0024221	0
451.596	490.137	8440.01	205.83	0.293508	-0	0	0	0	1.767	0	-58.5324	0	-0.10602	-0.0355808	0
467.996	503.583	7960.01	1697.42	0.282593	-0	0	0	0	2.67478	0	519.342	0	-0.160487	-0.0708828	-0
483.436	522.514	7480.01	840.293	0.271546	-0	0	0	0	3.13133	0	79.8166	0	-0.18788	-0.122419	-0
497.916	552.657	7000.01	8054.02	0.260368	-0	0	-0	0	2.44278	0	-600.223	0	-0.146567	-0.177988	0
511.436	587.307	6520.01	7754.75	0.249057	-0	0	-0	0	1.17954	0	-431.011	0	-0.0707727	-0.214468	0
523.997	613.753	6040.01	12006.8	0.237615	-0	0	-0	0	0.887947	0	-286.277	0	-0.0532768	-0.235652	0
535.597	636.974	5560	11810.5	0.226041	-0	0	-0	0	-0.500867	0	-793.912	0	0.030052	-0.246281	0
546.237	640.626	5080	4671.02	0.214336	-0	0	0	0	-2.14297	0	-544.883	0	0.128578	-0.227391	0
555.917	629.104	4600	-196.396	0.202498	-0	0	0	0	-2.32282	0	59.5968	0	0.139369	-0.186662	-0
568.637	617.392	3880	3840.23	0.184495	-0	0	0	0	-2.41328	0	-184.111	0	0.144797	-0.125469	0
575.917	616.943	3400	7579.97	0.172328	-0	0	-0	0	-3.21145	0	-484.223	0	0.192687	-0.0792045	0
582.237	610.979	2920	5360.55	0.160029	-0	0	-0	0	-2.81024	0	482.094	0	0.168614	-0.0206705	-0
587.597	602.433	2440	2420.47	0.15383	-0	0	0	0	-2.38561	0	424.626	0	0.143137	0.00462162	-0
591.997	582.395	1960	1838.68	0.135036	0	0	0	0	-1.77687	0	211.781	0	0.106612	0.063248	-0
595.437	569.522	1480	-1252.24	0.122342	0	0	0	0	-1.47889	0	171.34	0	0.0887334	0.0940919	-0
597.917	551.223	999.995	505.105	0.109516	0	0	0	0	-1.03404	0	273.506	0	0.0620426	0.11917	-0
599.437	541.889	519.995	-83.8689	0.0965584	0	0	0	0	-0.596647	0	282.02	0	0.0357988	0.136384	-0
599.997	535.927	39.9935	2966.34	0.0834689	0	0	-0	0	0.428202	0	652.37	0	-0.0256921	0.143772	-0
600	531.442	0	3059.72	0.0823723	0	0	-0	0	1.1423	0	266.056	0	-0.0685378	0.132032	-0
600	519.824	0	-691.996	0.0823723	0	0	0	0	0.914553	0	-159.634	0	-0.0548732	0.112083	0
600	509.59	0	-624.958	0.0823723	0	0	0	0	1.20296	0	223.487	0	-0.0721775	0.095037	-0
600	503.332	0	-933.81	0.0823723	0	0	0	0	1.28384	0	80.8811	0	-0.0770303	0.0842104	-0
600	491.98	0	-134.147	0.0823723	0	0	0	0	1.1391	0	-61.725	0	-0.0683462	0.050562	0
600	482.887	0	-1149.29	0.0823723	0	0	0	0	1.12846	0	9.57799	0	-0.0677077	0.0302401	-0
600	478.04	0	-440.605	0.0823723	0	0	0	0	1.15187	0	-3.19266	0	-0.0691125	0.00968838	0
600	466.869	0	-799.735	0.0823723	0	0	0	0	0.824093	0	-175.597	0	-0.0494456	-0.00967571	0
600	459.891	0	-569.892	0.0823723	0	0	0	0	0.666588	0	-58.5324	0	-0.0399953	-0.0236186	0
600	454.429	0	383	0.0823723	0	0	-0	0	0.379247	0	-158.57	0	-0.0227548	-0.0344583	0
600	450.738	0	502.711	0.0823723	0	0	-0	0	-0.263545	0	-306.497	0	0.0158127	-0.0382581	0
600	444.808	0	-589.045	0.0823723	0	0	0	0	-0.225233	0	134.092	0	0.013514	-0.0326522	-0
600	440.924	0	-931.416	0.0823723	0	0	0	0	-0.137966	0	87.2664	0	0.00827797	-0.0306252	-0
600	432.774	0	-1764.6	0.0823723	0	0	0	0	-0.379545	0	-158.57	0	0.0227727	-0.0260189	0
600	428.305	0	-402.298	0.0823723	0	0	0	0	-0.464683	0	12.7707	0	0.027881	-0.0183059	-0
600	423.958	0	-996.06	0.0823723	0	0	0	0	-0.427435	0	-26.6057	0	0.0256461	-0.0105163	0
600	419.175	0	-1017.61	0.0823723	0	0	0	0	-0.514702	0	-22.3488	0	0.0308821	-0.00223818	0
600	416.317	0	-47.9558	0.0823723	0	0	0	0	-0.405087	0	59.5966	0	0.0243052	0.00657629	-0
600	413.071	0	-526.796	0.0823723	0	0	0	0	-0.366775	0	27.6699	0	0.0220065	0.0137721	-0
600	408.513	0	-1783.75	0.0823723	0	0	0	0	-0.140095	0	155.377	0	0.00840568	0.0197323	-0
600	404.969	0	-232.309	0.0823723	0	0	0	0	0.089778	0	96.8445	0	-0.00538668	0.0210567	-0
600	403.328	0	-45.5616	0.0823723	0	0	0	0	0.115319	0	25.5414	0	-0.00691917	0.0202487	-0
600	403.952	0	682.276	0.0823723	0	0	-0	0	0.123833	0	56.4039	0	-0.00742999	0.0179301	-0
600	401.215	0	-431.028	0.0823723	0	0	0	0	0.182366	0	15.9634	0	-0.0109419	0.015318	-0
600	398.786	0	-780.582	0.0823723	0	0	0	0	0.282403	0	68.1104	0	-0.0169442	0.011748	-0
600	399.326	0	-397.509	0.0823723	0	0	0	0	0.43778	0	60.6608	0	-0.0262668	0.00581235	-0
600	396.363	0	-323.289	0.0823723	0	0	0	0	0.519725	0	44.6974	0	-0.0311835	-0.00240292	-0
600	395.81	0	-215.55	0.0823723	0	0	0	0	0.537817	0	2.12842	0	-0.032269	-0.0119016	-0
600	392.781	0	-2399.06	0.0823723	0	0	0	0	0.309008	0	-216.038	0	-0.0185405	-0.0214674	0
600	391.759	0	52.6006	0.0823723	0	0	-0	0	0.187687	0	-3.19269	0	-0.0112612	-0.0259664	0
600	391.345	0	-16.8312	0.0823723	0	0	0	0	0.236641	0	48.9544	0	-0.0141985	-0.0276556	-0
600	394.753	0	1252.1	0.0823723	0	0	-0	0	-0.260352	0	-259.671	0	0.0156211	-0.0314492	0
600	397.592	0	811.563	0.0823723	0	0	-0	0	-0.308242	0	46.8259	0	0.0184945	-0.0259105	-0
600	395.538	0	-1110.98	0.0823723	0	0	0	0	-0.433821	0	-142.606	0	0.0260292	-0.0205154	0
600	395.88	0	-57.5326	0.0823723	0	0	0	0	-0.57217	0	27.6698	0	0.0343302	-0.0112124	-0
600	396.532	0	-59.9268	0.0823723	0	0	0	0	-0.528537	0	-32.991	0	0.0317122	-0.00160296	0
600	394.65	0	-1359.98	0.0823723	0	0	0	0	-0.359325	0	158.57	0	0.0215595	0.00781492	-0
600	392.434	0	-1388.71	0.0823723	0	0	0	0	-0.175214	0	112.808	0	0.0105128	0.013641	-0
600	393.196	0	689.458	0.0823723	0	0	-0	0	-0.225233	0	-83.0095	0	0.013514	0.016498	0
600	392.811	0	308.78	0.0823723	0	0	-0	0	-0.264609	0	-39.3764	0	0.0158765	0.0185251	0
600	393.405	0	-208.367	0.0823723	0	0	0	0	-0.360389	0	-57.4681	0	0.0216234	0.0260335	0
600	392.967	0	35.8412	0.0823723	0	0	-0	0	-0.173086	0	187.304	0	0.0103851	0.0325205	-0
600	389.976	0	-1731.08	0.0823723	0	0	0	0	0.0578513	0	25.5414	0	-0.00347108	0.0337875	-0
600	392.236	0	1046.19	0.0823723	0	0	-0	0	0.121705	0	90.4591	0	-0.00730229	0.0329856	-0
600	390.879	0	-500.46	0.0823723	0	0	0	0	0.00889692	0	-95.7803	0	-0.000533815	0.0309482	0
600	391.168	0	325.54	0.0823723	0	0	-0	0	-0.0538924	0	-22.3487	0	0.00323354	0.031152	0
600	393.62	0	938.455	0.0823723	0	0	-0	0	-0.0730484	0	4.2569	0	0.00438291	0.0323328	-0
600	389.928	0	-1733.47	0.0823723	0	0	0	0	0.0504017	0	58.5324	0	-0.0030241	0.0330634	-0
600	388.252	0	-1084.65	0.0823723	0	0	0	0	0.0642366	0	13.8349	0	-0.0038542	0.0326097	-0
