# KERISE v5
# ref_v.tra	est_v.tra	ref_a.tra	est_a.tra	ref_q.x	est_q.x	ref_q.y	est_q.y	ref_q.th	est_q.th	ref_0	ref_1	ref_2	ref_3	wd_0	wd_1	wd_2	wd_3	tof
0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.300e+02	1.000e+00	1.000e+00	8.780e+02	1.092e+01	9.396e+01	9.701e+01	-7.948e+00	2.810e+02
1.200e-01	0.000e+00	0.000e+00	-2.123e-03	4.000e-05	0.000e+00	0.000e+00	0.000e+00	0.000e+00	-2.123e-06	2.300e+02	1.000e+00	1.000e+00	8.770e+02	1.092e+01	9.396e+01	9.701e+01	-7.977e+00	2.810e+02
4.800e-01	-1.205e+00	0.000e+00	1.070e-03	3.200e-04	-1.205e-03	0.000e+00	1.270e-09	0.000e+00	-1.054e-06	2.300e+02	1.000e+00	1.000e+00	8.770e+02	1.092e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
1.080e+00	1.205e+00	0.000e+00	1.070e-03	1.080e-03	0.000e+00	0.000e+00	1.289e-09	0.000e+00	1.596e-08	2.280e+02	1.000e+00	1.000e+00	8.780e+02	1.103e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
1.920e+00	-1.205e+00	0.000e+00	3.198e-03	2.560e-03	-1.205e-03	0.000e+00	-2.585e-09	0.000e+00	3.214e-06	2.280e+02	1.000e+00	1.000e+00	8.780e+02	1.103e+01	9.396e+01	9.701e+01	-7.948e+00	2.810e+02
3.000e+00	1.205e+00	0.000e+00	1.070e-03	5.000e-03	0.000e+00	0.000e+00	2.579e-09	0.000e+00	4.284e-06	2.310e+02	1.000e+00	1.000e+00	8.780e+02	1.086e+01	9.396e+01	9.701e+01	-7.948e+00	2.810e+02
4.320e+00	-1.205e+00	0.000e+00	1.070e-03	8.640e-03	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	5.353e-06	2.310e+02	1.000e+00	1.000e+00	8.770e+02	1.086e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
5.880e+00	0.000e+00	0.000e+00	1.070e-03	1.372e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	6.423e-06	2.290e+02	1.000e+00	1.000e+00	8.770e+02	1.097e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
7.680e+00	0.000e+00	0.000e+00	2.134e-03	2.048e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	8.556e-06	2.310e+02	1.000e+00	1.000e+00	8.790e+02	1.086e+01	9.396e+01	9.701e+01	-7.962e+00	2.810e+02
9.720e+00	0.000e+00	0.000e+00	1.070e-03	2.916e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	9.626e-06	2.310e+02	1.000e+00	1.000e+00	8.770e+02	1.086e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
1.200e+01	0.000e+00	0.000e+00	-2.123e-03	4.000e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	7.503e-06	2.310e+02	1.000e+00	1.000e+00	8.430e+02	1.086e+01	9.396e+01	9.701e+01	-7.423e+00	2.810e+02
1.452e+01	0.000e+00	0.000e+00	-1.059e-03	5.324e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	6.444e-06	2.300e+02	1.000e+00	1.000e+00	8.750e+02	1.092e+01	9.396e+01	9.701e+01	-7.903e+00	2.810e+02
1.728e+01	0.000e+00	0.000e+00	1.070e-03	6.912e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	7.513e-06	2.290e+02	1.000e+00	1.000e+00	8.790e+02	1.097e+01	9.396e+01	9.701e+01	-7.962e+00	2.810e+02
2.028e+01	0.000e+00	0.000e+00	1.070e-03	8.788e-02	-1.205e-03	0.000e+00	-3.874e-09	0.000e+00	8.583e-06	2.300e+02	1.000e+00	1.000e+00	8.780e+02	1.092e+01	9.396e+01	9.701e+01	-7.948e+00	2.810e+02
2.352e+01	1.205e+00	0.000e+00	1.171e-02	1.098e-01	0.000e+00	0.000e+00	2.059e-08	0.000e+00	2.029e-05	2.300e+02	1.000e+00	1.000e+00	8.770e+02	1.092e+01	9.396e+01	9.701e+01	-7.962e+00	2.810e+02
2.700e+01	4.837e+00	0.000e+00	2.916e-01	1.350e-01	4.837e-03	0.000e+00	1.529e-06	0.000e+00	3.119e-04	2.310e+02	1.000e+00	1.000e+00	8.770e+02	1.086e+01	9.396e+01	9.701e+01	-7.933e+00	2.810e+02
3.072e+01	4.852e+00	0.000e+00	6.715e-01	1.638e-01	9.689e-03	0.000e+00	6.301e-06	0.000e+00	9.834e-04	2.300e+02	1.000e+00	1.000e+00	8.550e+02	1.092e+01	9.396e+01	9.701e+01	-7.605e+00	2.810e+02
3.468e+01	4.822e+00	0.000e+00	4.523e-01	1.965e-01	1.451e-02	0.000e+00	1.322e-05	0.000e+00	1.436e-03	2.280e+02	1.000e+00	1.000e+00	8.790e+02	1.103e+01	9.396e+01	9.701e+01	-7.962e+00	2.810e+02
3.888e+01	7.263e+00	0.000e+00	8.519e-03	2.333e-01	2.177e-02	0.000e+00	2.371e-05	0.000e+00	1.444e-03	2.290e+02	1.000e+00	1.000e+00	8.760e+02	1.097e+01	9.396e+01	9.701e+01	-7.918e+00	2.810e+02
4.332e+01	1.089e+01	0.000e+00	-1.713e-01	2.744e-01	3.267e-02	0.000e+00	3.758e-05	0.000e+00	1.273e-03	2.290e+02	1.000e+00	1.000e+00	8.800e+02	1.097e+01	9.396e+01	9.701e+01	-7.977e+00	2.810e+02
4.800e+01	1.210e+01	0.000e+00	-1.383e-01	3.200e-01	4.477e-02	0.000e+00	5.131e-05	0.000e+00	1.135e-03	2.280e+02	1.000e+00	1.000e+00	8.800e+02	1.103e+01	9.396e+01	9.701e+01	-7.992e+00	2.810e+02
5.292e+01	1.331e+01	0.000e+00	-1.139e-01	3.704e-01	5.807e-02	0.000e+00	6.489e-05	0.000e+00	1.021e-03	2.280e+02	1.000e+00	1.000e+00	8.800e+02	1.103e+01	9.396e+01	9.701e+01	-7.977e+00	2.810e+02
5.808e+01	1.936e+01	0.000e+00	-8.407e-02	4.259e-01	7.744e-02	0.000e+00	8.303e-05	0.000e+00	9.366e-04	2.270e+02	1.000e+00	1.000e+00	8.830e+02	1.109e+01	9.396e+01	9.701e+01	-8.021e+00	2.810e+02
6.348e+01	2.057e+01	0.000e+00	-1.170e-02	4.867e-01	9.801e-02	0.000e+00	1.021e-04	0.000e+00	9.249e-04	2.300e+02	1.000e+00	1.000e+00	8.780e+02	1.092e+01	9.396e+01	9.701e+01	-7.948e+00	2.810e+02
6.912e+01	2.299e+01	0.000e+00	5.322e-02	5.530e-01	1.210e-01	0.000e+00	1.245e-04	0.000e+00	9.782e-04	2.290e+02	1.000e+00	1.000e+00	8.910e+02	1.097e+01	9.396e+01	9.701e+01	-8.137e+00	2.810e+02
7.500e+01	2.661e+01	0.000e+00	6.705e-02	6.250e-01	1.476e-01	0.000e+00	1.524e-04	0.000e+00	1.045e-03	2.310e+02	1.000e+00	1.000e+00	8.870e+02	1.086e+01	9.396e+01	9.701e+01	-8.079e+00	2.810e+02
8.112e+01	3.145e+01	0.000e+00	5.641e-02	7.030e-01	1.791e-01	0.000e+00	1.870e-04	0.000e+00	1.102e-03	2.310e+02	1.000e+00	1.000e+00	8.910e+02	1.086e+01	9.396e+01	9.701e+01	-8.137e+00	2.810e+02
8.748e+01	3.267e+01	0.000e+00	6.386e-02	7.873e-01	2.117e-01	0.000e+00	2.251e-04	0.000e+00	1.165e-03	2.330e+02	1.000e+00	1.000e+00	9.010e+02	1.075e+01	9.396e+01	9.701e+01	-8.281e+00	2.810e+02
9.408e+01	4.114e+01	0.000e+00	8.514e-02	8.781e-01	2.529e-01	0.000e+00	2.765e-04	0.000e+00	1.251e-03	2.340e+02	1.000e+00	1.000e+00	9.060e+02	1.070e+01	9.396e+01	9.701e+01	-8.353e+00	2.810e+02
1.009e+02	4.840e+01	0.000e+00	9.046e-02	9.756e-01	3.013e-01	0.000e+00	3.414e-04	0.000e+00	1.341e-03	2.340e+02	1.000e+00	1.000e+00	9.090e+02	1.070e+01	9.396e+01	9.701e+01	-8.395e+00	2.810e+02
1.080e+02	4.961e+01	0.000e+00	7.131e-02	1.080e+00	3.509e-01	0.000e+00	4.115e-04	0.000e+00	1.412e-03	2.330e+02	1.000e+00	1.000e+00	9.010e+02	1.075e+01	9.396e+01	9.701e+01	-8.281e+00	2.810e+02
1.153e+02	6.897e+01	0.000e+00	2.342e-02	1.192e+00	4.198e-01	0.000e+00	5.105e-04	0.000e+00	1.436e-03	2.340e+02	1.000e+00	1.000e+00	9.120e+02	1.070e+01	9.396e+01	9.701e+01	-8.438e+00	2.810e+02
1.229e+02	6.171e+01	0.000e+00	-7.768e-02	1.311e+00	4.816e-01	0.000e+00	5.943e-04	0.000e+00	1.358e-03	2.370e+02	1.000e+00	1.000e+00	9.150e+02	1.053e+01	9.396e+01	9.701e+01	-8.480e+00	2.810e+02
1.307e+02	9.315e+01	0.000e+00	-1.554e-01	1.437e+00	5.747e-01	0.000e+00	7.064e-04	0.000e+00	1.203e-03	2.400e+02	1.000e+00	1.000e+00	9.190e+02	1.037e+01	9.396e+01	9.701e+01	-8.536e+00	2.810e+02
1.387e+02	8.592e+01	0.000e+00	-1.649e-01	1.572e+00	6.606e-01	0.000e+00	7.955e-04	0.000e+00	1.038e-03	2.380e+02	1.000e+00	1.000e+00	9.230e+02	1.048e+01	9.396e+01	9.701e+01	-8.592e+00	2.810e+02
1.470e+02	1.258e+02	0.000e+00	-8.939e-02	1.715e+00	7.865e-01	0.000e+00	9.149e-04	0.000e+00	9.484e-04	2.390e+02	1.000e+00	1.000e+00	9.250e+02	1.042e+01	9.396e+01	9.701e+01	-8.620e+00	2.810e+02
1.555e+02	1.149e+02	0.000e+00	1.415e-01	1.866e+00	9.014e-01	0.000e+00	1.040e-03	0.000e+00	1.090e-03	2.400e+02	1.000e+00	1.000e+00	9.250e+02	1.037e+01	9.396e+01	9.701e+01	-8.620e+00	2.810e+02
1.643e+02	1.706e+02	0.000e+00	3.778e-01	2.026e+00	1.072e+00	0.000e+00	1.291e-03	0.000e+00	1.468e-03	2.400e+02	1.000e+00	1.000e+00	9.250e+02	1.037e+01	9.396e+01	9.701e+01	-8.620e+00	2.810e+02
1.732e+02	1.573e+02	0.000e+00	6.566e-01	2.195e+00	1.229e+00	0.000e+00	1.625e-03	0.000e+00	2.124e-03	2.400e+02	1.000e+00	1.000e+00	9.090e+02	1.037e+01	9.396e+01	9.701e+01	-8.395e+00	2.810e+02
1.822e+02	2.275e+02	0.000e+00	7.152e-01	2.373e+00	1.457e+00	0.000e+00	2.271e-03	0.000e+00	2.840e-03	2.410e+02	1.000e+00	1.000e+00	9.190e+02	1.032e+01	9.396e+01	9.701e+01	-8.536e+00	2.810e+02
1.912e+02	1.996e+02	0.000e+00	3.384e-01	2.559e+00	1.656e+00	0.000e+00	2.905e-03	0.000e+00	3.178e-03	2.420e+02	1.000e+00	1.000e+00	9.150e+02	1.026e+01	9.396e+01	9.701e+01	-8.480e+00	2.810e+02
2.002e+02	2.747e+02	0.000e+00	-2.150e-01	2.755e+00	1.931e+00	0.000e+00	3.719e-03	0.000e+00	2.963e-03	2.410e+02	1.000e+00	1.000e+00	9.130e+02	1.032e+01	9.396e+01	9.701e+01	-8.452e+00	2.810e+02
2.092e+02	2.214e+02	0.000e+00	-7.162e-01	2.960e+00	2.152e+00	0.000e+00	4.216e-03	0.000e+00	2.247e-03	2.430e+02	1.000e+00	1.000e+00	9.130e+02	1.021e+01	9.396e+01	9.701e+01	-8.452e+00	2.810e+02
2.182e+02	2.916e+02	0.000e+00	-7.237e-01	3.174e+00	2.444e+00	0.000e+00	4.661e-03	0.000e+00	1.523e-03	2.430e+02	1.000e+00	1.000e+00	9.100e+02	1.021e+01	9.396e+01	9.701e+01	-8.409e+00	2.810e+02
2.272e+02	2.722e+02	0.000e+00	-3.884e-01	3.396e+00	2.716e+00	0.000e+00	4.969e-03	0.000e+00	1.135e-03	2.450e+02	1.000e+00	1.000e+00	9.030e+02	1.010e+01	9.396e+01	9.701e+01	-8.310e+00	2.810e+02
2.362e+02	2.868e+02	0.000e+00	1.810e-02	3.628e+00	3.003e+00	0.000e+00	5.300e-03	0.000e+00	1.153e-03	2.520e+02	1.000e+00	1.000e+00	8.910e+02	9.739e+00	9.396e+01	9.701e+01	-8.137e+00	2.810e+02
2.452e+02	2.795e+02	0.000e+00	2.980e-01	3.869e+00	3.283e+00	0.000e+00	5.705e-03	0.000e+00	1.451e-03	2.530e+02	1.000e+00	1.000e+00	8.740e+02	9.688e+00	9.396e+01	9.701e+01	-7.889e+00	2.810e+02
2.542e+02	2.892e+02	0.000e+00	3.640e-01	4.119e+00	3.572e+00	0.000e+00	6.230e-03	0.000e+00	1.815e-03	2.500e+02	1.000e+00	1.000e+00	8.640e+02	9.842e+00	9.396e+01	9.701e+01	-7.740e+00	2.810e+02
2.632e+02	2.589e+02	0.000e+00	1.373e-01	4.377e+00	3.831e+00	0.000e+00	6.736e-03	0.000e+00	1.952e-03	2.520e+02	1.000e+00	1.000e+00	8.480e+02	9.739e+00	9.396e+01	9.701e+01	-7.499e+00	2.810e+02
2.722e+02	2.940e+02	0.000e+00	-2.979e-02	4.645e+00	4.125e+00	0.000e+00	7.301e-03	0.000e+00	1.922e-03	2.560e+02	1.000e+00	1.000e+00	8.270e+02	9.536e+00	9.396e+01	9.701e+01	-7.175e+00	2.810e+02
2.812e+02	3.351e+02	0.000e+00	-8.939e-02	4.922e+00	4.460e+00	0.000e+00	7.915e-03	0.000e+00	1.833e-03	2.590e+02	1.000e+00	1.000e+00	8.110e+02	9.386e+00	9.396e+01	9.701e+01	-6.923e+00	2.810e+02
2.902e+02	3.085e+02	0.000e+00	-1.309e-01	5.208e+00	4.768e+00	0.000e+00	8.440e-03	0.000e+00	1.702e-03	2.610e+02	1.000e+00	1.000e+00	7.870e+02	9.286e+00	9.396e+01	9.701e+01	-6.536e+00	2.810e+02
2.992e+02	3.109e+02	0.000e+00	-2.341e-01	5.502e+00	5.079e+00	0.000e+00	8.897e-03	0.000e+00	1.468e-03	2.630e+02	1.000e+00	1.000e+00	7.630e+02	9.188e+00	9.396e+01	9.701e+01	-6.136e+00	2.810e+02
3.082e+02	3.243e+02	0.000e+00	-2.469e-01	5.806e+00	5.404e+00	0.000e+00	9.293e-03	0.000e+00	1.221e-03	2.660e+02	1.000e+00	1.000e+00	7.340e+02	9.041e+00	9.396e+01	9.701e+01	-5.636e+00	2.810e+02
3.172e+02	3.364e+02	0.000e+00	-1.894e-01	6.119e+00	5.740e+00	0.000e+00	9.640e-03	0.000e+00	1.032e-03	2.650e+02	1.000e+00	1.000e+00	7.000e+02	9.090e+00	9.396e+01	9.701e+01	-5.024e+00	2.810e+02
3.262e+02	2.989e+02	0.000e+00	-1.958e-01	6.441e+00	6.039e+00	0.000e+00	9.889e-03	0.000e+00	8.357e-04	2.710e+02	1.000e+00	1.000e+00	6.350e+02	8.801e+00	9.396e+01	9.701e+01	-3.767e+00	2.810e+02
3.352e+02	3.835e+02	0.000e+00	-3.586e-01	6.771e+00	6.422e+00	0.000e+00	1.007e-02	0.000e+00	4.771e-04	2.720e+02	1.000e+00	1.000e+00	6.340e+02	8.754e+00	9.396e+01	9.701e+01	-3.746e+00	2.810e+02
3.442e+02	3.134e+02	0.000e+00	-5.704e-01	7.111e+00	6.736e+00	0.000e+00	1.004e-02	0.000e+00	-9.335e-05	2.750e+02	1.000e+00	1.000e+00	5.980e+02	8.612e+00	9.396e+01	9.701e+01	-2.992e+00	2.810e+02
3.532e+02	4.041e+02	0.000e+00	-6.258e-01	7.460e+00	7.140e+00	0.000e+00	9.752e-03	0.000e+00	-7.191e-04	2.780e+02	1.000e+00	1.000e+00	5.660e+02	8.472e+00	9.396e+01	9.701e+01	-2.282e+00	2.810e+02
3.622e+02	3.376e+02	0.000e+00	-7.247e-01	7.818e+00	7.477e+00	0.000e+00	9.265e-03	0.000e+00	-1.444e-03	2.790e+02	1.000e+00	1.000e+00	5.290e+02	8.426e+00	9.396e+01	9.701e+01	-1.410e+00	2.810e+02
3.712e+02	4.428e+02	0.000e+00	-8.258e-01	8.184e+00	7.920e+00	0.000e+00	8.260e-03	0.000e+00	-2.270e-03	2.860e+02	1.000e+00	1.000e+00	4.900e+02	8.106e+00	9.396e+01	9.701e+01	-4.217e-01	2.810e+02
3.802e+02	3.690e+02	0.000e+00	-1.027e+00	8.560e+00	8.289e+00	0.000e+00	7.043e-03	0.000e+00	-3.297e-03	2.870e+02	1.000e+00	1.000e+00	4.550e+02	8.061e+00	9.396e+01	9.701e+01	5.346e-01	2.810e+02
3.892e+02	4.840e+02	0.000e+00	-1.214e+00	8.945e+00	8.773e+00	0.000e+00	4.860e-03	0.000e+00	-4.511e-03	2.910e+02	1.000e+00	1.000e+00	4.270e+02	7.882e+00	9.396e+01	9.701e+01	1.354e+00	2.810e+02
3.982e+02	3.993e+02	0.000e+00	-1.527e+00	9.339e+00	9.172e+00	0.000e+00	2.449e-03	0.000e+00	-6.038e-03	2.970e+02	1.000e+00	1.000e+00	3.970e+02	7.619e+00	9.396e+01	9.701e+01	2.294e+00	2.810e+02
4.072e+02	5.203e+02	0.000e+00	-1.756e+00	9.741e+00	9.693e+00	0.000e+00	-1.606e-03	0.000e+00	-7.794e-03	2.980e+02	1.000e+00	1.000e+00	3.680e+02	7.576e+00	9.396e+01	9.701e+01	3.273e+00	2.810e+02
4.162e+02	4.235e+02	0.000e+00	-1.534e+00	1.015e+01	1.012e+01	0.000e+00	-5.555e-03	0.000e+00	-9.328e-03	3.010e+02	1.000e+00	1.000e+00	3.360e+02	7.446e+00	9.396e+01	9.701e+01	4.447e+00	2.810e+02
4.252e+02	5.384e+02	0.000e+00	-8.418e-01	1.057e+01	1.065e+01	0.000e+00	-1.103e-02	0.000e+00	-1.017e-02	3.020e+02	1.000e+00	1.000e+00	3.040e+02	7.404e+00	9.396e+01	9.701e+01	5.738e+00	2.810e+02
4.342e+02	4.852e+02	0.000e+00	1.810e-02	1.100e+01	1.114e+01	0.000e+00	-1.596e-02	0.000e+00	-1.015e-02	3.080e+02	1.000e+00	1.000e+00	2.630e+02	7.150e+00	9.396e+01	9.701e+01	7.608e+00	2.810e+02
4.430e+02	4.985e+02	0.000e+00	6.268e-01	1.144e+01	1.164e+01	0.000e+00	-2.070e-02	0.000e+00	-9.524e-03	3.110e+02	1.000e+00	1.000e+00	2.270e+02	7.025e+00	9.396e+01	9.701e+01	9.507e+00	2.810e+02
4.516e+02	5.142e+02	0.000e+00	7.929e-01	1.189e+01	1.215e+01	0.000e+00	-2.519e-02	0.000e+00	-8.732e-03	3.140e+02	1.000e+00	1.000e+00	1.920e+02	6.901e+00	9.396e+01	9.701e+01	1.167e+01	2.810e+02
4.599e+02	4.973e+02	0.000e+00	8.652e-01	1.235e+01	1.265e+01	0.000e+00	-2.911e-02	0.000e+00	-7.866e-03	3.200e+02	1.000e+00	1.000e+00	1.610e+02	6.657e+00	9.396e+01	9.701e+01	1.394e+01	2.810e+02
4.680e+02	5.130e+02	0.000e+00	1.105e+00	1.281e+01	1.316e+01	0.000e+00	-3.257e-02	0.000e+00	-6.762e-03	3.220e+02	1.000e+00	1.000e+00	1.280e+02	6.576e+00	9.396e+01	9.701e+01	1.690e+01	2.810e+02
4.758e+02	5.082e+02	0.000e+00	1.293e+00	1.328e+01	1.367e+01	0.000e+00	-3.535e-02	0.000e+00	-5.469e-03	3.240e+02	1.000e+00	1.000e+00	1.020e+02	6.496e+00	9.396e+01	9.701e+01	1.983e+01	2.810e+02
4.834e+02	5.106e+02	0.000e+00	1.291e+00	1.376e+01	1.418e+01	0.000e+00	-3.749e-02	0.000e+00	-4.178e-03	3.310e+02	1.000e+00	1.000e+00	8.000e+01	6.220e+00	9.396e+01	9.701e+01	2.296e+01	2.810e+02
4.908e+02	5.082e+02	0.000e+00	1.337e+00	1.425e+01	1.469e+01	0.000e+00	-3.893e-02	0.000e+00	-2.841e-03	3.340e+02	1.000e+00	1.000e+00	6.500e+01	6.104e+00	9.396e+01	9.701e+01	2.564e+01	2.810e+02
4.979e+02	5.227e+02	0.000e+00	1.478e+00	1.474e+01	1.521e+01	0.000e+00	-3.964e-02	0.000e+00	-1.363e-03	3.380e+02	1.000e+00	1.000e+00	5.000e+01	5.950e+00	9.396e+01	9.701e+01	2.903e+01	2.810e+02
5.048e+02	5.372e+02	0.000e+00	1.574e+00	1.524e+01	1.575e+01	0.000e+00	-3.953e-02	0.000e+00	2.111e-04	3.450e+02	1.000e+00	1.000e+00	4.200e+01	5.686e+00	9.396e+01	9.701e+01	3.128e+01	2.810e+02
5.114e+02	5.275e+02	0.000e+00	1.557e+00	1.575e+01	1.628e+01	0.000e+00	-3.860e-02	0.000e+00	1.768e-03	3.510e+02	1.000e+00	1.000e+00	2.100e+01	5.463e+00	9.396e+01	9.701e+01	3.562e+01	2.810e+02
5.178e+02	5.469e+02	0.000e+00	1.388e+00	1.627e+01	1.682e+01	0.000e+00	-3.687e-02	0.000e+00	3.156e-03	3.510e+02	1.000e+00	1.000e+00	2.100e+01	5.463e+00	9.396e+01	9.701e+01	4.022e+01	2.810e+02
5.240e+02	5.566e+02	0.000e+00	1.018e+00	1.679e+01	1.738e+01	0.000e+00	-3.455e-02	0.000e+00	4.174e-03	3.550e+02	1.000e+00	1.000e+00	1.600e+01	5.317e+00	9.396e+01	9.701e+01	4.373e+01	2.810e+02
5.299e+02	5.771e+02	0.000e+00	6.183e-01	1.731e+01	1.796e+01	0.000e+00	-3.178e-02	0.000e+00	4.793e-03	3.620e+02	1.000e+00	1.000e+00	1.500e+01	5.065e+00	9.396e+01	9.701e+01	4.456e+01	2.810e+02
5.356e+02	5.021e+02	0.000e+00	4.257e-01	1.785e+01	1.846e+01	0.000e+00	-2.916e-02	0.000e+00	5.218e-03	3.650e+02	1.000e+00	1.000e+00	1.500e+01	4.959e+00	9.396e+01	9.701e+01	4.456e+01	2.810e+02
5.410e+02	6.098e+02	0.000e+00	5.406e-01	1.839e+01	1.907e+01	0.000e+00	-2.565e-02	0.000e+00	5.759e-03	3.700e+02	1.000e+00	1.000e+00	7.000e+00	4.783e+00	9.396e+01	9.701e+01	5.440e+01	2.810e+02
5.462e+02	5.759e+02	0.000e+00	7.396e-01	1.893e+01	1.965e+01	0.000e+00	-2.191e-02	0.000e+00	6.499e-03	3.730e+02	1.000e+00	1.000e+00	5.000e+00	4.679e+00	9.396e+01	9.701e+01	5.874e+01	2.810e+02
5.512e+02	5.505e+02	0.000e+00	7.737e-01	1.948e+01	2.020e+01	0.000e+00	-1.790e-02	0.000e+00	7.272e-03	3.810e+02	1.000e+00	1.000e+00	5.000e+00	4.405e+00	9.396e+01	9.701e+01	5.874e+01	2.810e+02
5.559e+02	5.578e+02	0.000e+00	7.811e-01	2.003e+01	2.075e+01	0.000e+00	-1.341e-02	0.000e+00	8.053e-03	3.850e+02	1.000e+00	1.000e+00	5.000e+00	4.270e+00	9.396e+01	9.701e+01	5.874e+01	2.810e+02
5.604e+02	5.553e+02	0.000e+00	8.642e-01	2.059e+01	2.131e+01	0.000e+00	-8.459e-03	0.000e+00	8.918e-03	3.930e+02	1.000e+00	1.000e+00	2.000e+00	4.005e+00	9.396e+01	9.701e+01	7.056e+01	2.810e+02
5.646e+02	5.602e+02	0.000e+00	9.578e-01	2.115e+01	2.187e+01	0.000e+00	-2.926e-03	0.000e+00	9.875e-03	3.970e+02	1.000e+00	1.000e+00	1.000e+00	3.874e+00	9.396e+01	9.701e+01	7.951e+01	2.810e+02
5.686e+02	4.973e+02	0.000e+00	7.545e-01	2.172e+01	2.237e+01	0.000e+00	2.359e-03	0.000e+00	1.063e-02	4.000e+02	1.000e+00	1.000e+00	1.000e+00	3.777e+00	9.396e+01	9.701e+01	7.951e+01	2.810e+02
5.724e+02	5.687e+02	0.000e+00	5.704e-01	2.229e+01	2.293e+01	0.000e+00	8.729e-03	0.000e+00	1.120e-02	4.050e+02	1.000e+00	1.000e+00	1.000e+00	3.617e+00	9.396e+01	9.701e+01	7.951e+01	2.810e+02
5.759e+02	5.408e+02	0.000e+00	3.938e-01	2.286e+01	2.348e+01	0.000e+00	1.500e-02	0.000e+00	1.159e-02	4.140e+02	1.000e+00	1.000e+00	1.000e+00	3.333e+00	9.396e+01	9.701e+01	7.951e+01	2.810e+02
