-2.07605,1.37496,-0.0711435,-243.789,-1.07858,
-2.07045,1.37816,-0.0498589,-243.789,-1.07858,
-2.07365,1.37576,-0.0381525,-279.703,-4.66989,
-2.06885,1.37736,0.011334,-241.395,-10.416,
-2.07205,1.37576,-0.021657,-217.453,-8.02177,
-2.07765,1.37656,0.0070771,-241.395,-20.9505,
-2.07205,1.37736,-0.0227212,-227.03,-7.54293,
-2.06965,1.37736,0.00973766,-272.52,-16.8803,
-2.07125,1.37656,-0.00888628,-150.416,-11.3737,
-2.06965,1.37416,-0.0184643,-128.868,-9.21887,
-2.07365,1.37416,-0.00941839,-150.416,-15.2044,
-2.07365,1.37416,0.000691749,-212.665,-21.4293,
-2.07045,1.37576,0.0108019,-250.972,-0.839164,
-2.07365,1.37576,0.0528388,-274.914,-3.23337,
-2.06805,1.37896,-0.0322992,-272.52,-14.4861,
-2.05924,1.38617,-0.0179322,-71.407,5.62518,
-2.05684,1.40057,-0.00675783,187.167,-14.965,
-2.04884,1.40778,-0.012079,299.694,-3.71221,
-2.02723,1.40778,-0.182887,706.709,-19.9928,
-2.02083,1.42298,-0.238759,821.63,-8.50061,
-2.00162,1.43819,-0.272814,1331.6,-46.0896,
-1.98561,1.45019,-0.281328,1525.53,-26.6965,
-1.9536,1.47901,-0.157346,1954.09,-27.8936,
-1.93039,1.54703,-0.132869,2009.15,-22.387,
-1.88157,1.58225,-0.0892353,2667.56,-21.6687,
-1.85516,1.65268,-0.104667,2916.56,3.23098,
-1.79914,1.69589,-0.0748682,3318.78,-13.0496,
-1.75432,1.78633,-0.0424094,3440.89,-0.839172,
-1.62547,1.88157,-0.0743361,3943.67,-2.75453,
-1.54303,2.01202,-0.0668866,3979.58,0.83678,
-1.4766,2.11126,-0.0817857,4324.35,-14.4861,
-1.36936,2.23131,-0.0269781,4678.69,20.9481,
-1.29973,2.31775,0.0331506,5432.86,-12.8102,
-1.17248,2.45701,0.00441654,5729.74,16.878,
-1.07084,2.56425,-0.107859,6498.28,-6.82466,
-0.910773,2.72191,-0.142447,6637.15,7.06172,
-0.789923,2.82916,-0.156281,7068.1,-30.2878,
-0.637061,3.03084,-0.253126,7139.93,-23.1052,
-0.527416,3.16209,-0.398393,7317.1,-50.3991,
-0.339339,3.38298,-0.470228,7274,-54.7087,
-0.186476,3.55105,-0.643697,7458.36,-50.6385,
0.0592242,3.76234,-0.675091,7436.81,-52.7933,
0.216889,3.9216,-0.613366,7398.5,-48.0049,
0.436179,4.19052,-0.671366,7432.02,-44.653,
0.63546,4.409,-0.798009,7503.85,-46.0896,
0.868355,4.75795,-0.757569,7506.24,-45.8501,
1.07164,4.99805,-0.703293,7628.35,-36.9916,
1.36296,5.39181,-0.641036,7755.24,-24.3023,
1.55264,5.71514,-0.749055,7886.92,-38.4281,
1.78233,6.09289,-0.813973,7963.53,-30.7667,
2.02003,6.38341,-0.573458,7965.93,18.7933,
2.30975,7.05329,0.0411323,8145.49,44.4113,
2.63388,7.25657,0.220986,8820.66,62.6072,
2.84917,7.63993,0.170968,8767.99,57.34,
3.16049,7.92724,-0.0174001,8442.38,24.7789,
3.78875,8.26418,0.107646,8466.32,27.173,
4.02645,8.49788,0.262491,8088.03,58.2976,
4.33137,8.87723,0.222583,7738.48,23.3423,
4.61229,9.17335,0.116692,7168.66,17.1174,
4.93882,9.58312,-0.00941839,6934.03,-6.3458,
5.21813,9.85283,0.091683,6677.85,-14.7255,
5.6279,10.2258,0.234821,6692.21,-13.289,
5.89761,10.4419,0.596126,6500.68,28.8489,
6.23375,10.8684,0.584951,6507.86,29.5672,
6.48345,11.1646,0.393391,5794.39,19.0327,
6.94684,11.5919,0.432235,5408.92,-19.5139,
7.21495,11.8641,0.434363,5310.76,28.6095,
7.62232,12.3042,0.321024,5351.46,32.6797,
7.94085,12.6076,0.148087,5638.76,-6.58523,
8.3066,13.0605,0.25717,5727.35,2.27332,
8.60752,13.4015,0.0656095,5760.87,-32.682,
9.06051,13.9145,0.039536,5705.8,-38.1887,
9.41905,14.2818,0.499813,5741.71,-1.79683,
9.83763,14.7596,0.660511,5734.53,-19.9927,
10.269,15.2254,0.222051,5830.3,-6.34583,
10.5475,15.5832,-0.0232533,5612.43,-12.3313,
11.0285,16.017,-0.0344277,5552.57,19.9904,
11.3671,16.3955,0.109775,5272.45,19.0327,
11.8456,16.8925,0.238014,5262.87,16.878,
12.1874,17.1886,0.242271,4549.4,-25.9783,
12.658,17.6984,-0.221731,4039.44,-55.427,
13.0261,18.0258,-0.221731,4063.38,-53.0328,
13.5624,18.5468,-0.331347,4123.23,-58.5394,
13.8505,18.9261,-0.323897,3924.52,-78.4113,
14.4139,19.4528,-0.389347,3692.28,-21.1899,
14.7861,19.8377,0.253445,3816.78,-8.74003,
15.3311,20.3515,0.635502,3857.48,-13.289,
15.7424,20.7021,0.187463,4013.1,2.27329,
16.3035,21.2847,0.35029,4302.8,-1.31799,
16.7421,21.6417,1.6396,4384.2,6.82231,
17.2847,22.3003,-0.246208,4939.66,-25.26,
17.6416,22.6517,-0.686798,5329.91,13.7655,
18.2155,23.2535,-0.686798,6598.84,-52.3145,
18.6092,23.6633,-0.536742,6661.09,-46.0896,
19.2559,24.6821,-0.132868,6665.88,-23.1052,
19.6584,25.3304,-0.0998775,6728.13,-16.8803,
20.2699,25.7817,-0.102538,6531.8,-33.6397,
20.7325,25.7817,-0.152557,6550.96,-31.7244,
21.392,26.4668,-0.040813,6330.69,-2.03623,
21.7977,26.8718,0.30506,6122.39,-22.8658,
22.5028,27.4945,0.389666,5337.09,17.8356,
22.9566,28.6957,0.127335,5155.14,-0.360303,
24.1491,29.1383,-0.285053,5413.71,-34.8368,
24.7461,29.8634,-0.162135,5308.36,-49.4414,
25.1639,30.2932,-0.410631,5119.22,-33.8791,
25.889,30.9375,-0.407971,4700.24,18.3145,
26.2964,31.4121,-0.306869,4475.18,-4.19102,
27.0006,32.1307,-0.306869,4417.72,-4.19104,
27.4816,32.6133,-0.122758,4551.8,9.2165,
28.1803,33.3112,0.0294258,5018.67,9.45591,
28.7005,33.8723,0.259298,5236.54,31.2431,
29.384,34.5661,0.0805086,6311.54,-16.8803,
29.8554,35.0936,0.0544351,6443.22,-3.71218,
30.6157,35.805,0.0544351,6572.5,-4.66987,
31.1199,36.3693,0.632309,6474.34,-14.4861,
31.9179,37.0936,0.908476,5954.8,0.597363,
32.4621,37.5986,0.908476,5808.75,-14.0073,
33.252,38.3773,0.936678,5243.72,29.5672,
33.8979,38.9127,1.62257,5064.16,11.6107,
34.6734,39.7411,0.325813,5248.51,-27.8936,
35.1776,40.3085,0.151812,5590.88,6.34346,
36.0363,41.0616,0.151812,6328.29,-46.8078,
