4.78916,3.24293,-0.00212845,-143.652,-9.09797,
4.79076,3.24453,0.0771111,-151.122,-9.32536,
4.78916,3.24373,0.0882855,-153.516,-9.56478,
4.78676,3.24453,0.0217714,-177.458,-7.64942,
4.78836,3.24293,0.00953279,-179.852,-7.88884,
4.79156,3.24533,0.0116612,-182.246,-8.12826,
4.78836,3.24533,0.0175145,-184.641,-8.36768,
4.78756,3.24533,0.0180466,-175.064,-8.84652,
4.78996,3.24293,0.0121934,-172.669,-8.6071,
4.78836,3.24533,-0.00217368,-146.333,-10.283,
4.78836,3.24373,-0.00483425,-146.333,-10.283,
4.78836,3.24293,-0.0154765,-129.574,-11.959,
4.78836,3.24533,-0.0165407,-127.18,-11.7196,
4.79156,3.24533,-0.0160086,-129.574,-11.4801,
4.78836,3.24453,-0.0160086,-129.574,-11.4801,
4.78836,3.24293,-0.00855903,-141.545,-10.283,
4.78836,3.24373,-0.00483425,-139.151,-10.0436,
4.78596,3.24293,0.00048688,-151.122,-8.84652,
4.78836,3.24373,0.00208322,-151.122,-8.84652,
4.78996,3.24293,0.00527589,-151.122,-8.36768,
4.78836,3.24453,0.00580801,-148.727,-8.12826,
4.78996,3.24533,0.00421167,-141.545,-8.84652,
4.78916,3.24453,0.00261533,-139.151,-8.6071,
4.79076,3.24373,-0.000577345,-129.574,-9.56478,
4.78676,3.24373,-0.00217368,-127.18,-9.32536,
4.78916,3.24613,-0.00855903,-127.18,-9.32536,
4.78596,3.24613,-0.00962326,-129.574,-9.56478,
4.78836,3.24613,-0.00802692,-136.756,-8.36768,
4.78756,3.24373,-0.00749481,-136.756,-8.36768,
4.79076,3.24613,-0.00802692,-139.151,-8.12826,
4.79156,3.24453,-0.00802692,-141.545,-8.36768,
4.78836,3.24533,-0.0069627,-148.727,-8.12826,
4.79076,3.24533,-0.00536636,-146.333,-7.88884,
4.79156,3.24453,-0.00217368,-151.122,-7.41,
4.78996,3.24693,-0.0027058,-151.122,-7.41,
4.79236,3.24373,-0.00217368,-151.122,-7.88884,
4.79396,3.24533,-0.00377002,-151.122,-7.88884,
4.79156,3.24533,-0.0069627,-143.939,-8.12826,
4.79236,3.24613,-0.0069627,-141.545,-7.88884,
4.79236,3.24693,-0.00962326,-136.756,-8.84652,
4.79156,3.24453,-0.0112196,-136.756,-8.84652,
4.79316,3.24613,-0.0154765,-129.574,-9.56478,
4.79236,3.24613,-0.0192013,-127.18,-9.32536,
4.79476,3.24533,-0.027183,-112.814,-11.2407,
4.79396,3.24533,-0.0287793,-110.42,-11.0013,
4.79396,3.24533,-0.0399537,-91.2666,-11.959,
4.79556,3.25093,-0.0442106,-86.4782,-11.4801,
4.79956,3.25813,-0.0521923,-43.3826,-11.0013,
4.79876,3.26374,-0.0420821,4.50143,-6.2129,
4.80597,3.27414,-0.00855903,100.27,-7.64942,
4.81077,3.27974,0.00314744,138.577,-3.8187,
4.81157,3.28214,0.029221,241.527,-5.49464,
4.81877,3.29095,0.0356063,270.258,-2.6216,
4.82517,3.29255,0.038799,315.748,-4.29754,
4.83318,3.30055,0.0345421,308.565,-5.0158,
4.84198,3.30935,0.0207072,325.324,-7.17058,
4.85078,3.31896,0.0175145,332.507,-6.45232,
4.86039,3.32376,0.0180466,380.391,-8.36768,
4.86919,3.33817,0.0143218,394.756,-6.93116,
4.8804,3.34377,0.00208322,440.246,-9.56478,
4.8908,3.35417,-0.00110946,454.611,-8.12826,
4.8988,3.36778,-0.0106875,507.284,-10.5225,
4.91241,3.38138,-0.0128159,528.832,-8.36768,
4.92442,3.39499,-0.0128159,605.446,-10.7619,
4.94202,3.4166,-0.0128159,631.782,-8.12826,
4.95403,3.427,-0.00909115,698.82,-10.0436,
4.97163,3.44861,-0.00430213,727.55,-7.17058,
4.98604,3.47102,0.010597,799.376,-8.12826,
5.00925,3.49423,0.015386,832.895,-4.77638,
5.02286,3.51584,0.0318815,902.327,-5.97348,
5.04847,3.54385,0.0361384,931.057,-3.10044,
5.06847,3.56546,0.0425238,1005.28,-5.73406,
5.09408,3.59907,0.043588,1029.22,-3.33986,
5.10929,3.61908,0.0462486,1079.5,-5.49464,
5.1357,3.6567,0.0457164,1093.86,-4.05812,
5.15731,3.68391,0.0372026,1156.11,-7.41,
5.17732,3.72072,0.03401,1168.08,-6.2129,
5.19973,3.75594,0.0116612,1223.15,-11.2407,
5.22854,3.81596,-0.00643058,1225.54,-11.0013,
5.25255,3.88959,-0.0617703,1304.55,-18.4233,
5.29097,3.99523,-0.100082,1318.92,-16.9868,
5.31658,4.05286,-0.125092,1510.45,-18.4233,
5.35579,4.10008,-0.0505959,1697.2,0.251447,
5.383,4.13609,0.157992,1919.86,5.75811,
5.42062,4.19052,0.154267,1888.74,2.64565,
5.44943,4.23693,0.0611477,1728.33,-4.77638,
5.49265,4.30336,0.0249641,1644.53,-13.1561,
5.53026,4.34578,-0.0442106,1563.13,-14.5926,
5.57748,4.41301,-0.0734768,1524.82,-18.4233,
5.6143,4.46103,-0.170853,1543.97,-27.5213,
5.67192,4.52585,-0.20012,1515.24,-30.3943,
5.72714,4.58508,-0.238432,1510.45,-29.9155,
5.80878,4.6515,-0.228322,1543.97,-26.5636,
5.8672,4.69552,-0.200652,1558.34,-21.7752,
5.94323,4.76595,-0.192138,1546.37,-22.9723,
6.00326,4.81397,-0.186285,1383.56,-18.1839,
6.07369,4.8908,-0.192138,1359.62,-20.5781,
6.13051,4.93402,-0.196395,1450.6,-17.2262,
6.20894,5.00845,-0.195863,1563.13,-5.97348,
6.27057,5.05247,-0.189477,1821.7,-14.5926,
6.365,5.1381,-0.18522,1850.43,-11.7196,
6.43463,5.21093,-0.172982,1881.56,-11.959,
6.52347,5.29817,-0.163936,1948.59,-5.25522,
6.5923,5.383,-0.132009,2168.86,-6.69174,
6.72035,5.47984,-0.121367,2235.9,0.0120239,
