9773.57	9195.65	-0.00621933	-110.785	9.0903	3.7514
9773.58	9195.64	-0.000898205	-0.651223	-0.486502	3.59128
9773.65	9195.7	0.00974405	-62.9005	-0.00766182	3.57603
9773.76	9195.83	0.00974405	-62.9005	-0.00766182	3.54744
9773.81	9195.88	0.0549736	1220.39	57.4532	3.53982
9773.84	9195.86	0.0549736	1220.39	57.4532	3.52838
9773.88	9195.94	0.211947	5170.82	51.7071	3.52075
9773.96	9196.05	0.211947	5170.82	51.7071	3.53029
9774.03	9196.12	0.348168	5573.05	26.8074	3.55125
9774.1	9196.19	0.348168	5573.05	26.8074	3.536
9774.17	9196.28	0.538664	6511.58	45.0033	3.53982
9774.27	9196.38	0.539728	6430.17	26.3286	3.50741
9774.37	9196.5	0.52749	6286.52	26.8074	3.56078
9774.47	9196.63	0.430645	6219.49	20.1036	3.52457
9774.6	9196.77	0.360938	6370.32	18.9065	3.53791
9774.73	9196.91	0.317837	6889.86	13.8787	3.5341
9774.87	9197.05	0.307195	7114.92	12.921	3.55125
9775.04	9197.21	0.24813	7466.86	8.37205	3.55125
9775.21	9197.39	0.137451	7775.72	-7.19026	3.55125
9775.41	9197.57	0.0778545	7849.94	-10.7816	3.55888
9775.64	9197.78	0.00867982	8048.66	-22.992	3.56269
9775.85	9198.01	-0.0487883	8323.99	-27.541	3.55697
9776.07	9198.23	-0.160532	8371.87	-33.2871	3.55125
9776.33	9198.45	-0.182349	8824.38	-33.0476	3.56269
9776.58	9198.68	-0.154147	8936.9	-33.7659	3.56841
9776.85	9198.93	-0.166917	8807.62	-24.668	3.57032
9777.1	9199.17	-0.230239	8944.09	-28.2592	3.55125
9777.36	9199.37	-0.300478	8747.76	-38.7938	3.54744
9777.61	9199.62	-0.332404	8723.82	-36.3996	3.56841
9777.89	9199.89	-0.332404	8723.82	-36.3996	3.56841
9778.19	9200.17	-0.223853	8352.72	-27.0621	3.55888
9778.44	9200.49	-0.223853	8352.72	-27.0621	3.536
9778.75	9200.81	-0.366992	8244.98	-33.5265	3.56841
9779.13	9201.15	-0.366992	8244.98	-33.5265	3.57413
9779.48	9201.49	-0.226514	7861.91	-21.0766	3.57032
9779.76	9201.82	-0.226514	7861.91	-21.0766	3.57032
9780.17	9202.17	-0.173303	7720.65	15.5546	3.55697
9780.46	9202.5	-0.173303	7720.65	15.5546	3.56841
9780.76	9202.82	-0.211615	8089.36	-8.86621	3.59319
9780.76	9203.18	-0.211615	8089.36	-8.86621	3.597
9781.53	9203.53	0.0230469	8268.92	14.8364	3.56841
9781.93	9203.91	0.0741297	8355.11	20.1036	3.57413
9782.39	9204.36	-0.0860362	8391.03	-1.20474	3.55888
9782.81	9204.73	-0.18022	8393.42	-7.19028	3.57413
9783.21	9205.13	-0.144569	8429.33	-3.59897	3.5665
9783.62	9205.54	-0.00515511	8606.5	0.710596	3.57032
9784.06	9205.95	0.0443314	8374.27	1.90771	3.56841
9784.46	9206.4	0.0294322	8192.31	15.7941	3.57985
9784.82	9206.89	-0.139247	8561.01	9.56914	3.55125
9785.31	9207.4	-0.184477	8747.76	-13.4152	3.58938
9785.78	9207.92	-0.0599627	8632.84	-19.6401	3.5646
9786.24	9208.38	0.107653	8290.47	0.710596	3.59319
9786.76	9208.86	0.199708	8254.56	29.2016	3.56841
9787.15	9209.31	0.199708	8254.56	29.2016	3.57413
9787.65	9209.82	0.108717	8177.94	-17.2459	3.5665
9788.2	9210.32	0.108717	8177.94	-17.2459	3.57032
9788.73	9210.89	0.165653	7040.7	1.66829	3.59319
9789.25	9211.41	0.165653	7040.7	1.66829	3.57413
9789.79	9211.95	-0.223321	6794.09	9.09031	3.59319
9790.27	9212.36	-0.00568722	7179.56	15.0758	3.59319
9790.77	9212.91	0.228442	7169.98	16.9912	3.58175
9791.27	9213.49	0.228442	7169.98	16.9912	3.60272
9791.85	9214.08	0.251855	7023.94	16.7517	3.58557
9792.4	9214.64	0.251855	7023.94	16.7517	3.56841
9792.93	9215.18	-0.175963	7215.47	-17.7248	3.5951
9793.52	9215.75	-0.175963	7215.47	-17.7248	3.56841
9794.06	9216.33	-0.188734	7074.21	-14.1334	3.58557
9794.67	9216.94	-0.188734	7074.21	-14.1334	3.57222
9795.37	9217.56	-0.0248433	7251.39	-17.4853	3.58175
9795.99	9218.16	-0.20044	7363.91	-20.5978	3.57032
9796.59	9218.75	-0.20044	7363.91	-20.5978	3.58938
9797.16	9219.38	-0.337725	7756.56	0.95	3.60081
9797.77	9220.05	-0.363267	8000.77	-29.6958	3.58175
9798.44	9220.71	-0.363267	8000.77	-29.6958	3.57413
9799.11	9221.29	-0.370716	7677.55	-37.1178	3.59891
9799.7	9221.9	-0.318569	7411.8	-23.9497	3.56841
9800.34	9222.54	-0.276	7272.93	-16.2882	3.58747
9801.09	9223.24	-0.276	7272.93	-16.2882	3.57222
9801.82	9223.92	-0.446276	7095.76	-33.5265	3.58747
9802.47	9224.57	-0.446276	7095.76	-33.5265	3.57985
9803.09	9225.26	-0.536204	6861.13	-35.4418	3.57794
9803.81	9225.98	-0.431909	6798.88	-20.5978	3.61035
9804.53	9226.72	-0.0349534	6573.83	12.4422	3.5951
9805.22	9227.46	-0.0349534	6573.83	12.4422	3.60463
9805.96	9228.14	-0.186073	6502	11.9634	3.61797
9806.65	9228.84	-0.31112	6767.76	5.97786	3.61606
9807.46	9229.6	-0.233431	7112.52	9.32971	3.6275
9808.28	9230.37	-0.233431	7112.52	9.32971	3.6275
9809.01	9231.09	-0.239817	6794.09	-22.5132	3.60272
9809.75	9231.78	-0.239285	6691.14	-5.99316	3.597
9810.53	9232.58	-0.247798	6772.55	9.80857	3.58175
9811.35	9233.33	-0.247798	6772.55	9.80857	3.59891
9812.04	9234.07	-0.339322	7093.37	5.499	3.57985
9812.89	9234.85	-0.339322	7093.37	5.499	3.60272
9813.73	9235.65	-0.494167	6887.47	-49.0888	3.6275
9814.59	9236.51	-0.494699	6619.32	-38.0755	3.58938
9815.42	9237.3	-0.559616	6475.66	-28.4987	3.58175
9816.13	9238.02	-0.505873	6547.49	-8.86621	3.59891
9816.96	9238.89	-0.403707	6592.98	-24.4285	3.58557
9817.83	9239.77	-0.403707	6592.98	-24.4285	3.60272
9818.56	9240.54	-0.362203	6353.56	-38.7937	3.60081
9819.4	9241.37	-0.338258	5970.49	-20.119	3.59319
9820.35	9242.27	-0.319634	5824.44	-5.03547	3.58747
9821.37	9243.11	-0.205229	5838.81	-9.34504	3.58938
9822.18	9243.99	-0.164257	5944.15	21.7796	3.5665
9822.89	9244.7	-0.164257	5944.15	21.7796	3.59891
9823.84	9245.58	-0.603782	6513.97	24.6526	3.58938
9824.69	9246.45	-0.608039	6688.75	42.1303	3.60844
9825.58	9247.31	-0.450533	6875.5	24.4132	3.5951
9826.47	9248.27	-0.173835	6949.72	-2.16245	3.5951
9827.43	9249.21	-0.569727	6798.88	-37.836	3.61225
9828.29	9250.07	-0.29356	6490.03	-17.4854	3.60081
9829.25	9251.02	-0.29356	6490.03	-17.4854	3.61035
9830.17	9252.01	-0.00994412	6248.22	21.0613	3.60272
9830.97	9252.89	-0.305799	6030.34	1.66829	3.60081
9831.93	9253.78	-0.305799	6030.34	1.66829	3.59319
9832.89	9254.73	-0.196716	5862.75	-28.4987	3.58747
9833.8	9255.67	-0.196716	5862.75	-28.4987	3.59128
9834.73	9256.58	-0.146165	5326.45	-7.90855	3.57032
9835.57	9257.56	-0.31378	5108.58	-1.92302	3.60653
9836.52	9258.53	-0.31378	5108.58	-1.92302	3.597
9837.42	9259.37	-0.429249	5137.31	-14.8517	3.597
9838.47	9260.32	-0.334001	5139.7	-29.4563	3.58175
9839.54	9261.31	-0.278661	5108.58	15.3152	3.61797
9840.46	9262.26	-0.165853	6248.22	37.8207	3.60844
9841.33	9263.25	-0.165853	6248.22	37.8207	3.61225
9842.38	9264.32	-0.476607	6308.07	28.4833	3.6275
9843.4	9265.35	-0.55057	6633.68	-34.2448	3.597
9844.47	9266.37	-0.133926	6236.24	-42.8639	3.597
9845.5	9267.43	0.391801	5630.51	38.7784	3.62941
9846.5	9268.43	0.0528452	6253	24.892	3.62941
9847.54	9269.42	-0.199908	6425.39	15.3152	3.60463
9848.56	9270.5	-0.270679	6360.74	13.1604	3.62941
