0	0.0144155	0	16.0172	0	0	0	0	0	0.000404406	0	1.06422	0	0	0	0
0.48	0.111589	480	-24.6842	0.0117913	0.000221047	-1.44155e-07	0	0	0.000404406	0	0	0	-2.42644e-05	-3.63966e-06	0
1.92	1.77031	960	1481.27	0.0237584	8.98152e-05	9.48203e-06	-0	0	-0.245432	0	-197.946	0	0.0147259	0.000420092	0
4.32	3.59927	1440	205.159	0.0359012	0.000432439	5.72379e-06	0	0	-0.368882	0	30.8625	0	0.0221329	0.00622668	-0
7.68	2.47301	1920	-218.615	0.0482197	0.00312419	4.47522e-05	0	0	-0.281615	0	18.0918	0	0.0168969	0.012244	-0
12	2.22611	2400	-197.067	0.0607139	0.00586434	0.000170002	0	0	-0.277358	0	4.25687	0	0.0166415	0.0173131	-0
17.28	1.95952	2880	-94.1161	0.0733839	0.00919229	0.000392912	0	0	-0.261395	0	10.6422	0	0.0156837	0.0222576	-0
23.52	1.612	3360	-194.673	0.0862296	0.0131448	0.000730402	0	0	-0.240111	0	6.38533	0	0.0144066	0.0268286	-0
30.72	2.45445	3840	578.655	0.099251	0.0169593	0.00120202	0	0	-0.0496142	0	164.955	0	0.00297685	0.0309207	-0
38.88	5.89766	4320	1744.63	0.112448	0.0197894	0.00179011	0	0	0.447379	0	224.551	0	-0.0268427	0.0293618	-0
48	8.16349	4800	932.996	0.125821	0.0239019	0.00248115	0	0	0.669802	0	94.7161	0	-0.0401881	0.0201596	-0
58.08	14.6964	5280	4624.86	0.13937	0.0260302	0.00330509	0	0	0.54848	0	-130.9	0	-0.0329088	0.008017	0
69.12	22.6483	5760	3569.01	0.153094	0.027883	0.00417791	0	0	0.565508	0	61.7251	0	-0.0339305	-0.00145337	-0
81.12	25.3849	6240	827.652	0.166994	0.0334411	0.00514704	0	0	0.526132	0	-63.8535	0	-0.0315679	-0.0118528	0
94.08	34.0497	6720	5244.95	0.18107	0.0360182	0.00629357	0	0	0.276039	0	-124.514	0	-0.0165623	-0.020193	0
108	40.7358	7200	1706.32	0.195321	0.0403585	0.00752255	0	0	0.060001	0	-123.45	0	-0.00360006	-0.0243284	0
122.88	52.0465	7680	5558.59	0.209749	0.0425001	0.00889548	0	0	0.0195605	0	35.1194	0	-0.00117363	-0.0247284	-0
138.72	65.0931	8160	5278.47	0.224351	0.0441761	0.010326	0	0	0.3218	0	155.377	0	-0.019308	-0.0264022	-0
147	73.2687	8400	6920.9	0.231719	0.0442387	0.0110623	0	0	0.389911	0	68.1104	0	-0.0233946	-0.0292984	-0
164.28	87.8425	8880	5149.19	0.246585	0.0458625	0.0125471	0	0	0.278167	0	-98.9729	0	-0.01669	-0.0362019	0
182.25	102.446	9000	4952.86	0.252801	0.0478823	0.0140921	0	0	-0.0208801	0	-164.955	0	0.00125281	-0.0400021	0
200.25	118.658	9000	4418.95	0.256096	0.0489553	0.0157029	0	0	-0.0943116	0	-20.2203	0	0.0056587	-0.0391473	0
218.25	138.766	9000	5352.69	0.25939	0.0476901	0.0173297	0	0	-0.170936	0	-36.1837	0	0.0102562	-0.0370857	0
236.25	165.037	9000	8019.83	0.262685	0.0427276	0.0188837	0	0	-0.067706	0	94.716	0	0.00406236	-0.0340855	-0
254.25	192.573	9000	7536.21	0.26598	0.037006	0.0202511	0	0	-0.146459	0	-108.551	0	0.00878752	-0.033135	0
272.25	217.336	9000	4746.96	0.269275	0.0329481	0.0214565	0	0	-0.731782	0	-217.102	0	0.0439069	-0.0271847	0
290.25	240.907	9000	2426.98	0.27257	0.0296054	0.02252	0	0	-0.981875	0	-55.3398	0	0.0589125	-0.0122599	0
308.25	272.747	9000	8027.02	0.275865	0.0213019	0.0234516	0	0	-0.518938	0	357.58	0	0.0311363	0.00446566	-0
326.25	306.28	9000	9477.9	0.27916	0.0119818	0.0240976	-0	0	0.216442	0	229.873	0	-0.0129865	0.00925697	-0
344.25	338.968	9000	8386.15	0.282455	0.00316888	0.0244009	0	0	0.149396	0	-59.5966	0	-0.00896376	0.00542806	0
362.25	359.829	9000	3023.13	0.285749	0.00145225	0.0244949	0	0	0.101506	0	-32.991	0	-0.00609035	0.00287302	0
380.25	379.11	9000	-1176.3	0.289044	0.000683606	0.0245296	0	0	-0.091119	0	-96.8445	0	0.00546714	0.00190794	0
398.25	407.777	9000	5867.45	0.292339	-0.00571648	0.0245156	0	0	-0.392295	0	-88.3307	0	0.0235377	0.00546369	0
416.25	438.813	9000	8797.95	0.295634	-0.0135379	0.0242568	0	0	0.526132	0	621.507	0	-0.0315679	0.00985272	-0
434.236	470.301	8920.01	9743.66	0.296976	-0.0216386	0.0237206	-0	0	1.13487	0	26.6054	0	-0.0680921	-0.00485683	-0
451.596	489.502	8440.01	3044.68	0.288451	-0.0227435	0.0229738	0	0	0.807087	0	14.8991	0	-0.0484252	-0.0238765	-0
467.996	494.549	7960.01	2415.01	0.279749	-0.0159316	0.0225947	0	0	1.06676	0	259.671	0	-0.0640055	-0.0311403	-0
483.436	512.048	7480.01	1012.01	0.270872	-0.0171671	0.0217979	0	0	1.94368	0	93.652	0	-0.116621	-0.0708234	-0
497.916	517.312	7000.01	3013.56	0.261819	-0.0116374	0.0215117	0	0	1.5297	0	-413.984	0	-0.0917818	-0.0883165	0
511.436	541.488	6520.01	11577.6	0.25259	-0.0180309	0.0210015	-0	0	0.664481	0	-259.671	0	-0.0398689	-0.110401	0
523.997	553.88	6040.01	7964.77	0.243186	-0.0179299	0.020322	-0	0	0.581471	0	-7.44957	0	-0.0348883	-0.121682	0
535.597	554.714	5560	5635.21	0.233606	-0.0114703	0.0197157	-0	0	-0.0613207	0	-406.534	0	0.00367924	-0.130022	0
546.237	547.457	5080	-82.1451	0.22875	-0.0038521	0.0193606	0	0	-0.52958	0	-130.9	0	0.0317748	-0.125882	0
555.917	539.264	4600	2788.5	0.213919	0.00999181	0.0193397	0	0	-0.400808	0	109.615	0	0.0240485	-0.116522	-0
